uuid,brief,notes,audience,tone,issue_tag
c5d0865f-801b-4cc2-aea3-d253379f5258,Student experiences worry and physical tension before class.,"Student experiences worry and physical tension before class. Focus on accommodations and classroom strategies. Use objective, concise clinical language. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",school_staff,neutral_clinical,anxiety
5f713c53-7f74-4a7c-b9bb-c2ee32bc9d55,Student reports low mood and low motivation recently.,"Student reports low mood and low motivation recently. Emphasize formulation, risk, and intervention planning. Use empathic language and normalize common reactions. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",therapist,supportive,depression
e067643c-b156-40d8-96b4-79441482a1f2,Student has difficulty falling asleep and staying asleep.,"Student has difficulty falling asleep and staying asleep. Use encouraging, clear steps the student can try this week. Avoid jargon and keep sentences short and clear. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",student,plain_language,sleep_issues
192b3c86-d73f-4031-b79a-fe741da48f8c,Student reports being teased and excluded by peers.,"Student reports being teased and excluded by peers. Offer supportive, practical steps for home and communication. Acknowledge cultural context and family values respectfully. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",parent,culturally_sensitive,bullying
9d2cbd9a-53b9-42ea-a005-001861c62893,Student is grieving a recent loss in the family.,"Student is grieving a recent loss in the family. Focus on accommodations and classroom strategies. Use formal structure with headings and bullet points. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",school_staff,formal_report,grief
458787c5-8eb6-4fd7-9d01-8ae7c4170b7f,Student avoids reminders of a past distressing event.,"Student avoids reminders of a past distressing event. Emphasize formulation, risk, and intervention planning. Use simple, motivational language with concrete tips. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",therapist,student_friendly,trauma
cf736add-fa0b-4fd2-b572-d767b05fee03,Student reports frequent arguments at home.,"Student reports frequent arguments at home. Use encouraging, clear steps the student can try this week. Offer collaborative tone and step-by-step guidance. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",student,parent_friendly,family_conflict
ee635a31-fd68-43d0-98e6-9e541b142e4c,Student mentions using alcohol on weekends due to stress.,"Student mentions using alcohol on weekends due to stress. Offer supportive, practical steps for home and communication. Include immediate safety steps and crisis contacts. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",parent,crisis_informational,substance_use
ffb74985-912d-4f6e-a2bc-987d2e8f19ba,Student says they don't feel good enough compared to peers.,"Student says they don't feel good enough compared to peers. Focus on accommodations and classroom strategies. Use objective, concise clinical language. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",school_staff,neutral_clinical,low_self_esteem
f675faaf-ba36-453f-ab64-199ea36ba4ba,Student feels overwhelmed by assignments and exams.,"Student feels overwhelmed by assignments and exams. Emphasize formulation, risk, and intervention planning. Use empathic language and normalize common reactions. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",therapist,supportive,academic_stress
5e979a7d-43a0-4460-a683-2e1debf1f8e3,Student experiences worry and physical tension before class.,"Student experiences worry and physical tension before class. Use encouraging, clear steps the student can try this week. Avoid jargon and keep sentences short and clear. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",student,plain_language,anxiety
90560716-a37a-43ce-9860-2474297e8789,Student reports low mood and low motivation recently.,"Student reports low mood and low motivation recently. Offer supportive, practical steps for home and communication. Acknowledge cultural context and family values respectfully. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",parent,culturally_sensitive,depression
589dc9ff-d960-481d-af6d-d0277169a93a,Student has difficulty falling asleep and staying asleep.,"Student has difficulty falling asleep and staying asleep. Focus on accommodations and classroom strategies. Use formal structure with headings and bullet points. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",school_staff,formal_report,sleep_issues
a72cc1d8-2456-428d-a7b5-97ca2ca8cee4,Student reports being teased and excluded by peers.,"Student reports being teased and excluded by peers. Emphasize formulation, risk, and intervention planning. Use simple, motivational language with concrete tips. Next steps include identifying triggers, practicing coping skills, and connecting with trusted supports. Monitor progress and adjust as needed.",therapist,student_friendly,bullying
